"No.","Time","Source","Destination","Protocol","Length","Info"
"7","0.016036","132.72.140.46","132.72.81.121","DNS","429","Standard query response 0xce64 A www.southglos.gov.uk CNAME sgc-website.azurewebsites.net CNAME waws-prod-db3-075.vip.azurewebsites.windows.net CNAME waws-prod-db3-075.cloudapp.net A 52.178.190.191 NS ns1prod.18.azuredns-prd.info NS ns1prod.18.azuredns-prd.org NS ns2prod.18.azuredns-prd.info NS ns2prod.18.azuredns-prd.org A 40.90.4.201 A 13.107.24.201 A 64.4.48.201 A 13.107.160.201"
"487","1.967225","132.72.81.121","132.72.140.46","DNS","76","Standard query 0xb2bf A go.microsoft.com"
"488","1.968008","132.72.140.46","132.72.81.121","DNS","339","Standard query response 0xb2bf A go.microsoft.com CNAME go.microsoft.com.edgekey.net CNAME e11290.dspg.akamaiedge.net A 95.101.192.162 NS n0dspg.akamaiedge.net NS n1dspg.akamaiedge.net NS n7dspg.akamaiedge.net NS n2dspg.akamaiedge.net NS n3dspg.akamaiedge.net NS n6dspg.akamaiedge.net NS n5dspg.akamaiedge.net NS n4dspg.akamaiedge.net"
"490","2.033218","132.72.81.121","132.72.140.46","DNS","72","Standard query 0x6f1f A sjgather.com"
"504","2.108393","132.72.140.46","132.72.81.121","DNS","304","Standard query response 0x6f1f A sjgather.com A 3.113.191.194 A 52.199.109.110 NS ns-1913.awsdns-47.co.uk NS ns-1435.awsdns-51.org NS ns-932.awsdns-52.net NS ns-99.awsdns-12.com A 205.251.192.99 A 205.251.195.164 A 205.251.197.155 A 205.251.199.121"
"559","2.383644","132.72.81.121","132.72.140.46","DNS","85","Standard query 0xc221 A windows.policies.live.net"
"560","2.384495","132.72.140.46","132.72.81.121","DNS","535","Standard query response 0xc221 A windows.policies.live.net CNAME odc-common-us-meta.onedrive.akadns.net A 131.253.14.230 NS a7-131.akadns.net NS a3-129.akadns.net NS a13-130.akagtm.org NS a9-128.akadns.net NS a12-131.akagtm.org NS a1-128.akadns.net NS a18-128.akagtm.org NS a5-130.akagtm.org NS a11-129.akadns.net NS a28-129.akagtm.org A 193.108.88.128 A 96.7.49.129 A 95.100.168.130 A 23.61.199.131 A 184.85.248.128 A 84.53.139.129 A 184.26.160.131 A 2.22.230.130 A 95.101.36.128 A 95.100.173.129"
"710","3.377524","132.72.81.121","132.72.140.46","DNS","74","Standard query 0x2071 A login.live.com"
"711","3.378268","132.72.140.46","132.72.81.121","DNS","547","Standard query response 0x2071 A login.live.com CNAME login.msa.msidentity.com CNAME login.msa.akadns6.net CNAME ipv4.login.msa.akadns6.net A 40.90.137.126 A 40.90.137.125 A 40.90.137.120 NS a12-130.akagtm.org NS a18-131.akagtm.org NS a11-128.akadns6.net NS a5-129.akagtm.org NS a3-128.akadns6.net NS a1-131.akadns6.net NS a13-129.akagtm.org NS a7-130.akadns6.net NS a6-130.akagtm.org NS a9-131.akadns6.net A 193.108.88.131 A 96.7.49.128 A 95.100.168.129 A 23.211.133.130 A 23.61.199.130 A 184.26.161.131 A 84.53.139.128"
"1089","5.742153","132.72.81.121","132.72.140.46","DNS","79","Standard query 0x92b3 A clients4.google.com"
"1090","5.742702","132.72.140.46","132.72.81.121","DNS","255","Standard query response 0x92b3 A clients4.google.com CNAME clients.l.google.com A 172.217.168.238 NS ns4.google.com NS ns2.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"1336","6.964806","132.72.81.121","132.72.140.46","DNS","71","Standard query 0xe639 A i.ytimg.com"
"1337","6.965308","132.72.140.46","132.72.81.121","DNS","230","Standard query response 0xe639 A i.ytimg.com A 172.217.168.246 NS ns2.google.com NS ns3.google.com NS ns4.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"1536","7.662518","132.72.81.121","132.72.140.46","DNS","78","Standard query 0xb4af A www.traveline.info"
"1586","7.737184","132.72.140.46","132.72.81.121","DNS","427","Standard query response 0xb4af A www.traveline.info CNAME prd-traveline-lb.mxdata.co.uk CNAME tvlprd-ssl-130699139.eu-west-1.elb.amazonaws.com A 54.171.211.177 A 52.48.190.130 A 52.17.131.83 NS ns-341.awsdns-42.com NS ns-2023.awsdns-60.co.uk NS ns-1053.awsdns-03.org NS ns-739.awsdns-28.net A 205.251.193.85 A 205.251.194.227 A 205.251.196.29 A 205.251.199.231"
"1848","8.508567","132.72.81.121","132.72.140.46","DNS","73","Standard query 0x26a9 A yt3.ggpht.com"
"1849","8.509056","132.72.140.46","132.72.81.121","DNS","277","Standard query response 0x26a9 A yt3.ggpht.com CNAME photos-ugc.l.googleusercontent.com A 216.58.208.97 NS ns2.google.com NS ns4.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"2086","8.907854","132.72.81.121","132.72.140.46","DNS","75","Standard query 0xaf74 A scambusters.org"
"2092","8.982262","132.72.140.46","132.72.81.121","DNS","246","Standard query response 0xaf74 A scambusters.org A 34.250.200.167 NS guppy.ezoicns.com NS camel.ezoicns.com NS quoll.ezoicns.com NS eagle.ezoicns.com A 205.251.195.140 A 205.251.198.76 A 205.251.193.108 A 205.251.197.155"
"2749","10.182918","132.72.81.121","132.72.140.46","DNS","84","Standard query 0xe723 A dailynaturalremedies.com"
"2936","10.246584","132.72.140.46","132.72.81.121","DNS","201","Standard query response 0xe723 A dailynaturalremedies.com A 104.24.111.82 A 104.24.110.82 NS stan.ns.cloudflare.com NS amber.ns.cloudflare.com A 173.245.59.235 A 173.245.58.64"
"3098","10.880298","132.72.81.121","132.72.140.46","DNS","82","Standard query 0x9055 A www.ricksdailytips.com"
"3111","10.943654","132.72.140.46","132.72.81.121","DNS","198","Standard query response 0x9055 A www.ricksdailytips.com A 104.18.35.56 A 104.18.34.56 NS todd.ns.cloudflare.com NS gina.ns.cloudflare.com A 173.245.58.117 A 173.245.59.146"
"3222","11.513975","132.72.81.121","132.72.140.46","DNS","78","Standard query 0xca86 A investfourmore.com"
"3253","11.576962","132.72.140.46","132.72.81.121","DNS","194","Standard query response 0xca86 A investfourmore.com A 104.26.12.80 A 104.26.13.80 NS alla.ns.cloudflare.com NS newt.ns.cloudflare.com A 173.245.58.62 A 173.245.59.212"
"3739","13.324029","132.72.81.121","132.72.140.46","DNS","72","Standard query 0xed9a A advrider.com"
"3747","13.399463","132.72.140.46","132.72.81.121","DNS","289","Standard query response 0xed9a A advrider.com A 18.205.169.1 NS ns-1505.awsdns-60.org NS ns-755.awsdns-30.net NS ns-466.awsdns-58.com NS ns-1663.awsdns-15.co.uk A 205.251.193.210 A 205.251.194.243 A 205.251.197.225 A 205.251.198.127"
"4015","14.758414","132.72.81.121","132.72.140.46","DNS","76","Standard query 0x5b99 A www.timemaps.com"
"4023","14.834450","132.72.140.46","132.72.81.121","DNS","212","Standard query response 0x5b99 A www.timemaps.com A 52.208.197.252 NS horse.ezoicns.com NS moose.ezoicns.com NS coral.ezoicns.com NS human.ezoicns.com A 205.251.192.219 A 205.251.194.155"
"4102","15.487189","132.72.81.121","132.72.140.46","DNS","75","Standard query 0x62d7 A www.edubuzz.org"
"4104","15.580380","132.72.81.121","132.72.140.45","DNS","75","Standard query 0x62d7 A www.edubuzz.org"
"4107","15.628470","132.72.140.46","132.72.81.121","DNS","400","Standard query response 0x62d7 A www.edubuzz.org CNAME edubuzz.prod.dxw.net CNAME edubuzz-elb-1333787447.eu-west-1.elb.amazonaws.com A 52.212.191.227 A 18.200.207.132 NS ns-2023.awsdns-60.co.uk NS ns-341.awsdns-42.com NS ns-739.awsdns-28.net NS ns-1053.awsdns-03.org A 205.251.193.85 A 205.251.194.227 A 205.251.196.29 A 205.251.199.231"
"4125","15.723968","132.72.140.45","132.72.81.121","DNS","400","Standard query response 0x62d7 A www.edubuzz.org CNAME edubuzz.prod.dxw.net CNAME edubuzz-elb-1333787447.eu-west-1.elb.amazonaws.com A 52.212.191.227 A 18.200.207.132 NS ns-1053.awsdns-03.org NS ns-341.awsdns-42.com NS ns-739.awsdns-28.net NS ns-2023.awsdns-60.co.uk A 205.251.193.85 A 205.251.194.227 A 205.251.196.29 A 205.251.199.231"
"4327","17.188822","132.72.81.121","132.72.140.46","DNS","73","Standard query 0x6bd5 A retipster.com"
"4328","17.264627","132.72.81.121","132.72.140.46","DNS","74","Standard query 0x0e95 A wpad.bgu.ac.il"
"4329","17.265368","132.72.140.46","132.72.81.121","DNS","128","Standard query response 0x0e95 No such name A wpad.bgu.ac.il SOA dns1.bgu.ac.il"
"4330","17.275262","132.72.140.46","132.72.81.121","DNS","213","Standard query response 0x6bd5 A retipster.com A 52.208.197.252 NS beagle.ezoicns.com NS dugong.ezoicns.com NS weasel.ezoicns.com NS insect.ezoicns.com A 205.251.192.77 A 205.251.195.240"
"4961","18.712678","132.72.81.121","132.72.140.46","DNS","84","Standard query 0x8876 A www.whatsonnortheast.com"
"4976","18.805262","132.72.81.121","132.72.140.45","DNS","84","Standard query 0x8876 A www.whatsonnortheast.com"
"4988","18.927887","132.72.140.46","132.72.81.121","DNS","197","Standard query response 0x8876 A www.whatsonnortheast.com CNAME whatsonnortheast.com A 176.58.115.202 NS pns31.cloudns.net NS pns32.cloudns.net A 185.136.96.66 A 185.136.97.66"
"5012","19.028008","132.72.140.45","132.72.81.121","DNS","253","Standard query response 0x8876 A www.whatsonnortheast.com CNAME whatsonnortheast.com A 176.58.115.202 NS pns32.cloudns.net NS pns31.cloudns.net A 185.136.96.66 AAAA 2a06:fb00:1::1:66 A 185.136.97.66 AAAA 2a06:fb00:1::2:66"
"5711","19.636307","132.72.81.121","132.72.140.46","DNS","72","Standard query 0xb607 A i9.ytimg.com"
"5712","19.636750","132.72.140.46","132.72.81.121","DNS","231","Standard query response 0xb607 A i9.ytimg.com A 216.58.208.110 NS ns2.google.com NS ns1.google.com NS ns4.google.com NS ns3.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"7611","19.883004","132.72.81.121","132.72.140.46","DNS","79","Standard query 0x8774 A www.carimport.co.il"
"7662","19.948620","132.72.140.46","132.72.81.121","DNS","183","Standard query response 0x8774 A www.carimport.co.il A 104.18.49.25 A 104.18.48.25 NS ali.ns.cloudflare.com NS rajeev.ns.cloudflare.com A 173.245.59.224"
"8093","20.652859","132.72.81.121","132.72.140.46","DNS","87","Standard query 0xeee3 A safebrowsing.googleapis.com"
"8094","20.653463","132.72.140.46","132.72.81.121","DNS","246","Standard query response 0xeee3 A safebrowsing.googleapis.com A 172.217.20.74 NS ns1.google.com NS ns3.google.com NS ns2.google.com NS ns4.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"8172","20.822650","132.72.81.121","132.72.140.46","DNS","73","Standard query 0xe7a9 A goodyfeed.com"
"8189","20.886841","132.72.140.46","132.72.81.121","DNS","190","Standard query response 0xe7a9 A goodyfeed.com A 104.25.192.104 A 104.25.191.104 NS kanye.ns.cloudflare.com NS mira.ns.cloudflare.com A 173.245.58.204 A 173.245.59.189"
"9772","21.187676","132.72.81.121","132.72.140.46","DNS","84","Standard query 0xa803 A greece.greekreporter.com"
"9778","21.251033","132.72.140.46","132.72.81.121","DNS","199","Standard query response 0xa803 A greece.greekreporter.com A 104.26.1.166 A 104.26.0.166 NS sue.ns.cloudflare.com NS jeff.ns.cloudflare.com A 173.245.58.145 A 173.245.59.124"
"9890","21.959941","132.72.81.121","132.72.140.46","DNS","75","Standard query 0x4ffa A docs.google.com"
"9891","21.960470","132.72.140.46","132.72.81.121","DNS","227","Standard query response 0x4ffa A docs.google.com A 172.217.17.110 NS ns2.google.com NS ns1.google.com NS ns4.google.com NS ns3.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"9951","22.309032","132.72.81.121","132.72.140.46","DNS","73","Standard query 0x9a51 A blogs.msn.com"
"9964","22.392851","132.72.140.46","132.72.81.121","DNS","419","Standard query response 0x9a51 A blogs.msn.com CNAME msnblogs.azurewebsites.net CNAME waws-prod-dm1-073.vip.azurewebsites.windows.net CNAME waws-prod-dm1-073.cloudapp.net A 52.173.245.249 NS ns1prod.18.azuredns-prd.info NS ns2prod.18.azuredns-prd.info NS ns1prod.18.azuredns-prd.org NS ns2prod.18.azuredns-prd.org A 40.90.4.201 A 13.107.24.201 A 64.4.48.201 A 13.107.160.201"
"10079","23.238115","132.72.81.121","132.72.140.46","DNS","81","Standard query 0xd967 A www.kpihealthcare.com"
"10093","23.316347","132.72.140.46","132.72.81.121","DNS","314","Standard query response 0xd967 A www.kpihealthcare.com A 54.193.18.2 A 13.57.88.49 NS ns-608.awsdns-12.net NS ns-2022.awsdns-60.co.uk NS ns-1246.awsdns-27.org NS ns-245.awsdns-30.com A 205.251.192.245 A 205.251.194.96 A 205.251.196.222 A 205.251.199.230"
"10277","24.223969","132.72.81.121","132.72.140.46","DNS","77","Standard query 0x2512 A lavafamilyinn.com"
"10287","24.289422","132.72.140.46","132.72.81.121","DNS","197","Standard query response 0x2512 A lavafamilyinn.com A 104.31.79.163 A 104.31.78.163 NS algin.ns.cloudflare.com NS yolanda.ns.cloudflare.com A 173.245.59.61 A 173.245.58.241"
"10498","24.977653","132.72.81.121","132.72.140.46","DNS","78","Standard query 0x0666 A smallbiztrends.com"
"10510","25.053027","132.72.140.46","132.72.81.121","DNS","194","Standard query response 0x0666 A smallbiztrends.com A 34.250.60.251 NS moth.ezoicns.com NS deer.ezoicns.com NS swan.ezoicns.com NS goat.ezoicns.com A 205.251.192.182"
"10624","25.428922","132.72.81.121","132.72.140.46","DNS","72","Standard query 0x29ff A stratics.com"
"10642","25.492714","132.72.140.46","132.72.81.121","DNS","173","Standard query response 0x29ff A stratics.com A 104.31.92.40 A 104.31.93.40 NS piotr.ns.cloudflare.com NS miki.ns.cloudflare.com A 173.245.58.202"
"10838","26.382325","132.72.81.121","132.72.140.46","DNS","77","Standard query 0xef56 A teknikensvarld.se"
"10839","26.443412","132.72.140.46","132.72.81.121","DNS","320","Standard query response 0xef56 A teknikensvarld.se A 104.73.53.31 NS a26-65.akam.net NS a20-64.akam.net NS a9-64.akam.net NS a4-66.akam.net NS a7-67.akam.net NS a1-251.akam.net A 72.246.46.66 A 23.61.199.67 A 184.85.248.64 A 193.108.91.251 A 95.100.175.64 A 23.74.25.65"
"11706","29.581073","132.72.81.121","132.72.140.46","DNS","77","Standard query 0x0565 A tripmaxtravel.com"
"11710","29.595880","132.72.81.121","132.72.140.46","DNS","73","Standard query 0xcb65 A moovitapp.com"
"11726","29.671825","132.72.140.46","132.72.81.121","DNS","338","Standard query response 0xcb65 A moovitapp.com A 13.224.227.75 A 13.224.227.117 A 13.224.227.102 A 13.224.227.81 NS ns-261.awsdns-32.com NS ns-1210.awsdns-23.org NS ns-2014.awsdns-59.co.uk NS ns-539.awsdns-03.net A 205.251.193.5 A 205.251.194.27 A 205.251.196.186 A 205.251.199.222"
"11728","29.674219","132.72.81.121","132.72.140.45","DNS","77","Standard query 0x0565 A tripmaxtravel.com"
"11773","29.816265","132.72.140.46","132.72.81.121","DNS","133","Standard query response 0x0565 A tripmaxtravel.com A 107.181.169.48 NS ns2.09ns.com NS ns.09ns.com"
"11794","29.918009","132.72.140.45","132.72.81.121","DNS","165","Standard query response 0x0565 A tripmaxtravel.com A 107.181.169.48 NS ns.09ns.com NS ns2.09ns.com A 107.181.169.48 A 107.181.169.124"
"13873","32.499343","132.72.81.121","132.72.140.46","DNS","71","Standard query 0x1644 A www.eno.org"
"13874","32.518385","132.72.81.121","132.72.140.46","DNS","80","Standard query 0x7fe5 A insurancenewsnet.com"
"13879","32.575341","132.72.140.46","132.72.81.121","DNS","391","Standard query response 0x1644 A www.eno.org CNAME www.eno.org.herokudns.com A 34.252.13.12 A 34.249.48.47 A 52.17.188.166 A 54.194.49.179 A 34.242.112.190 A 34.247.231.125 A 34.243.24.182 A 108.128.200.220 NS dns3.p05.nsone.net NS dns1.p05.nsone.net NS dns2.p05.nsone.net NS dns4.p05.nsone.net A 198.51.44.5 A 198.51.45.5 A 198.51.44.69 A 198.51.45.69"
"13881","32.583639","132.72.140.46","132.72.81.121","DNS","197","Standard query response 0x7fe5 A insurancenewsnet.com A 104.26.12.154 A 104.26.13.154 NS algin.ns.cloudflare.com NS mimi.ns.cloudflare.com A 173.245.58.203 A 173.245.59.61"
"13929","32.882806","132.72.81.121","132.72.140.46","DNS","79","Standard query 0x3535 A www.rugdoctor.co.uk"
"13950","32.958884","132.72.140.46","132.72.81.121","DNS","241","Standard query response 0x3535 A www.rugdoctor.co.uk A 5.134.10.159 NS ns4.mi-dns.net NS ns1.mi-dns.net NS ns2.mi-dns.net NS ns3.mi-dns.net A 208.94.148.4 A 208.80.124.4 A 208.80.126.4 A 208.80.125.4"
"14123","33.743996","132.72.81.121","132.72.140.46","DNS","85","Standard query 0x1b76 A horvath.genetics.ucla.edu"
"14128","33.837693","132.72.81.121","132.72.140.45","DNS","85","Standard query 0x1b76 A horvath.genetics.ucla.edu"
"14172","34.138006","132.72.140.46","132.72.81.121","DNS","421","Standard query response 0x1b76 A horvath.genetics.ucla.edu CNAME wtim8f5.x.incapdns.net A 45.60.47.150 NS ns1.incapdns.net NS ns6.incapdns.net NS ns2.incapdns.net NS ns3.incapdns.net NS ns5.incapdns.net NS ns4.incapdns.net A 198.143.61.5 A 198.143.61.6 A 198.143.61.7 A 198.143.61.8 A 198.143.61.9 A 198.143.61.10 A 198.143.61.0 A 198.143.61.1 A 198.143.61.2 A 198.143.61.3 A 198.143.61.4"
"14180","34.237094","132.72.140.45","132.72.81.121","DNS","533","Standard query response 0x1b76 A horvath.genetics.ucla.edu CNAME wtim8f5.x.incapdns.net A 45.60.47.150 NS ns3.incapdns.net NS ns1.incapdns.net NS ns2.incapdns.net NS ns4.incapdns.net NS ns6.incapdns.net NS ns5.incapdns.net A 198.143.61.11 A 198.143.61.200 A 198.143.61.2 A 198.143.61.3 A 198.143.61.5 A 198.143.61.7 A 198.143.61.9 A 198.143.62.3 A 198.143.62.4 A 198.143.62.5 A 198.143.62.6 A 198.143.62.7 A 198.143.62.8 A 198.143.62.9 A 198.143.62.10 A 198.143.62.0 A 198.143.62.1 A 198.143.62.2"
"14301","34.801846","132.72.81.121","132.72.140.46","DNS","86","Standard query 0xe509 A www.homeloanexperts.com.au"
"14362","34.894773","132.72.81.121","132.72.140.45","DNS","86","Standard query 0xe509 A www.homeloanexperts.com.au"
"14368","34.938461","132.72.140.46","132.72.81.121","DNS","322","Standard query response 0xe509 A www.homeloanexperts.com.au A 13.238.49.211 A 3.106.109.197 NS ns-1497.awsdns-59.org NS ns-2006.awsdns-58.co.uk NS ns-747.awsdns-29.net NS ns-315.awsdns-39.com A 205.251.193.59 A 205.251.194.235 A 205.251.197.217 A 205.251.199.214"
"14401","35.040471","132.72.140.45","132.72.81.121","DNS","322","Standard query response 0xe509 A www.homeloanexperts.com.au A 3.106.109.197 A 13.238.49.211 NS ns-747.awsdns-29.net NS ns-2006.awsdns-58.co.uk NS ns-1497.awsdns-59.org NS ns-315.awsdns-39.com A 205.251.193.59 A 205.251.194.235 A 205.251.197.217 A 205.251.199.214"
"14687","35.773801","132.72.81.121","132.72.140.46","DNS","87","Standard query 0xf849 A www.islamicreliefcanada.org"
"14691","35.838547","132.72.140.46","132.72.81.121","DNS","211","Standard query response 0xf849 A www.islamicreliefcanada.org A 104.27.128.237 A 104.27.129.237 NS peyton.ns.cloudflare.com NS jocelyn.ns.cloudflare.com A 173.245.59.221 A 173.245.58.174"
"14903","37.538432","132.72.81.121","132.72.140.46","DNS","70","Standard query 0x7255 A thp.org.au"
"14914","37.631952","132.72.81.121","132.72.140.45","DNS","70","Standard query 0x7255 A thp.org.au"
"14945","37.981757","132.72.140.46","132.72.81.121","DNS","238","Standard query response 0x7255 A thp.org.au A 103.209.24.201 NS ns1.serversaurus.com NS ns4.serversaurus.com NS ns2.serversaurus.com NS ns3.serversaurus.com A 103.209.24.69 A 103.18.149.5 A 103.209.25.69 A 103.18.151.7"
"14991","38.073263","132.72.140.45","132.72.81.121","DNS","238","Standard query response 0x7255 A thp.org.au A 103.209.24.201 NS ns2.serversaurus.com NS ns1.serversaurus.com NS ns3.serversaurus.com NS ns4.serversaurus.com A 103.209.24.69 A 103.18.149.5 A 103.209.25.69 A 103.18.151.7"
"15298","40.760073","132.72.81.121","132.72.140.46","DNS","85","Standard query 0x780a A www.santacruzsentinel.com"
"15326","40.853738","132.72.81.121","132.72.140.45","DNS","85","Standard query 0x780a A www.santacruzsentinel.com"
"15329","40.926810","132.72.140.46","132.72.81.121","DNS","154","Standard query response 0x780a A www.santacruzsentinel.com A 192.0.66.2 NS authns1.qwest.net NS authns2.qwest.net"
"15345","41.024277","132.72.140.45","132.72.81.121","DNS","242","Standard query response 0x780a A www.santacruzsentinel.com A 192.0.66.2 NS authns1.qwest.net NS authns2.qwest.net A 63.150.72.4 AAAA 2001:428::5 A 208.44.130.120 AAAA 2001:428::6"
"15540","42.000487","132.72.81.121","132.72.140.46","DNS","76","Standard query 0xaab2 A www.sport5.co.il"
"15541","42.002166","132.72.140.46","132.72.81.121","DNS","325","Standard query response 0xaab2 A www.sport5.co.il CNAME www.sport5.co.il.edgesuite.net CNAME a1899.b.akamai.net A 128.139.199.6 A 128.139.199.8 NS n2b.akamai.net NS n5b.akamai.net NS n6b.akamai.net NS n3b.akamai.net NS n4b.akamai.net NS n0b.akamai.net NS n7b.akamai.net NS n1b.akamai.net"
"15638","42.938343","132.72.81.121","132.72.140.46","DNS","77","Standard query 0xfd25 A blogs.cornell.edu"
"15644","43.032414","132.72.81.121","132.72.140.45","DNS","77","Standard query 0xfd25 A blogs.cornell.edu"
"15672","43.198402","132.72.140.45","132.72.81.121","DNS","516","Standard query response 0xfd25 A blogs.cornell.edu CNAME c1140.campuspress.com CNAME cloudflare-resolve-to.c1140.campuspress.com CNAME us-east-1.lb.campuspress.com CNAME virginia-db5.us-east-1.lb.campuspress.com CNAME produ-loadb-14qlqnvqs58to-caf651f80372dfb2.elb.us-east-1.amazonaws.com A 35.172.73.102 A 34.227.238.166 NS ns-844.awsdns-41.net NS ns-281.awsdns-35.com NS ns-1286.awsdns-32.org NS ns-1826.awsdns-36.co.uk A 205.251.193.25 A 205.251.195.76 A 205.251.197.6 A 205.251.199.34"
"15685","43.324375","132.72.140.46","132.72.81.121","DNS","516","Standard query response 0xfd25 A blogs.cornell.edu CNAME c1140.campuspress.com CNAME cloudflare-resolve-to.c1140.campuspress.com CNAME us-east-1.lb.campuspress.com CNAME virginia-db5.us-east-1.lb.campuspress.com CNAME produ-loadb-14qlqnvqs58to-caf651f80372dfb2.elb.us-east-1.amazonaws.com A 34.227.238.166 A 35.172.73.102 NS ns-844.awsdns-41.net NS ns-281.awsdns-35.com NS ns-1826.awsdns-36.co.uk NS ns-1286.awsdns-32.org A 205.251.193.25 A 205.251.195.76 A 205.251.197.6 A 205.251.199.34"
"16382","44.863988","132.72.81.121","132.72.140.46","DNS","76","Standard query 0x80b5 A drive.google.com"
"16383","44.865348","132.72.140.46","132.72.81.121","DNS","228","Standard query response 0x80b5 A drive.google.com A 172.217.17.46 NS ns1.google.com NS ns4.google.com NS ns3.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"16384","44.868478","132.72.81.121","132.72.140.46","DNS","75","Standard query 0x5bd0 A apis.google.com"
"16385","44.869339","132.72.140.46","132.72.81.121","DNS","248","Standard query response 0x5bd0 A apis.google.com CNAME plus.l.google.com A 172.217.20.110 NS ns1.google.com NS ns4.google.com NS ns3.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"16386","44.870021","132.72.81.121","132.72.140.46","DNS","75","Standard query 0x9485 A www.gstatic.com"
"16387","44.871351","132.72.140.46","132.72.81.121","DNS","234","Standard query response 0x9485 A www.gstatic.com A 172.217.168.195 NS ns4.google.com NS ns3.google.com NS ns2.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"16417","44.961595","132.72.81.121","132.72.140.46","DNS","83","Standard query 0x8374 A craftingagreenworld.com"
"16451","45.040571","132.72.140.46","132.72.81.121","DNS","187","Standard query response 0x8374 A craftingagreenworld.com A 52.209.246.67 NS mouse.ezoicns.com NS robin.ezoicns.com NS dhole.ezoicns.com NS tiger.ezoicns.com"
"16624","45.360478","132.72.81.121","132.72.140.46","DNS","78","Standard query 0x0c22 A csp.withgoogle.com"
"16625","45.361023","132.72.140.46","132.72.81.121","DNS","237","Standard query response 0x0c22 A csp.withgoogle.com A 172.217.17.81 NS ns1.google.com NS ns2.google.com NS ns4.google.com NS ns3.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"16663","45.508190","132.72.81.121","132.72.140.46","DNS","79","Standard query 0x3ca1 A accounts.google.com"
"16664","45.509374","132.72.140.46","132.72.81.121","DNS","231","Standard query response 0x3ca1 A accounts.google.com A 172.217.168.205 NS ns2.google.com NS ns4.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"16719","45.727107","132.72.81.121","132.72.140.46","DNS","79","Standard query 0x1af4 A clients6.google.com"
"16720","45.727724","132.72.140.46","132.72.81.121","DNS","255","Standard query response 0x1af4 A clients6.google.com CNAME clients.l.google.com A 172.217.168.238 NS ns4.google.com NS ns3.google.com NS ns1.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"16734","45.846942","132.72.81.121","132.72.140.46","DNS","78","Standard query 0x86f2 A brandonwamboldt.ca"
"16768","45.916312","132.72.140.46","132.72.81.121","DNS","199","Standard query response 0x86f2 A brandonwamboldt.ca A 104.24.124.170 A 104.24.125.170 NS lloyd.ns.cloudflare.com NS nadia.ns.cloudflare.com A 173.245.59.197 A 173.245.58.207"
"16874","46.097607","132.72.81.121","132.72.140.46","DNS","73","Standard query 0x259a A aa.google.com"
"16875","46.098156","132.72.140.46","132.72.81.121","DNS","246","Standard query response 0x259a A aa.google.com CNAME www3.l.google.com A 216.58.208.110 NS ns4.google.com NS ns1.google.com NS ns2.google.com NS ns3.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"18520","46.496469","132.72.81.121","132.72.140.46","DNS","98","Standard query 0xf906 A drive-thirdparty.googleusercontent.com"
"18521","46.496999","132.72.81.121","132.72.140.46","DNS","74","Standard query 0x5222 A lh3.google.com"
"18522","46.497033","132.72.140.46","132.72.81.121","DNS","286","Standard query response 0xf906 A drive-thirdparty.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 172.217.17.129 NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"18523","46.503684","132.72.140.46","132.72.81.121","DNS","246","Standard query response 0x5222 A lh3.google.com CNAME lh2.l.google.com A 172.217.20.110 NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"18778","46.730909","132.72.81.121","132.72.140.46","DNS","75","Standard query 0x7f38 A play.google.com"
"18780","46.734377","132.72.140.46","132.72.81.121","DNS","227","Standard query response 0x7f38 A play.google.com A 172.217.168.206 NS ns3.google.com NS ns4.google.com NS ns1.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"18814","46.840843","132.72.81.121","132.72.140.46","DNS","85","Standard query 0x67d0 A lh3.googleusercontent.com"
